Fp1 Fp2 AF3 AF4 Fz F3 F4 F7 F8 FC5 FC6 FT7 FT8 Cz FC1 FC2 C3 C4 T7 T8 A1 A2 CP1 CP2 CP5 CP6 TP7 TP8 Pz P3 P4 P7 P8 PO9 PO10 PO3 PO4 PO7 PO8 O1 O2 Oz ID time
-2.055756 -0.2028483 -0.5324212 -0.2093224 -0.2464256 -1.367109 0.1045317 -0.6815954 0.2579395 0.7526696 0.9962017 -0.529599 0.8440515 0.7170305 0.2216518 0.2102587 0.2309752 0.5245534 0.5920537 2.89436 0.4792657 0.3585215 0.5134926 1.324505 0.3286384 0.9550372 0.1150859 0.304977 0.1312164 0.02868348 0.778228 0.1152261 -0.02711802 -0.02956306 -0.05709706 -0.3920153 -0.005637234 -0.5854933 -0.190546 -0.4163249 1.807871 -8.05813 1 -40
-1.771084 -0.0768791 -0.4481776 -0.07549936 -0.08292211 -1.271463 0.1909575 -0.46664 -0.03445061 1.752834 0.854898 -0.2363628 0.7628784 1.069004 0.7615315 0.3764708 0.6726161 0.5734497 1.243853 2.037568 0.7197365 0.5289787 0.8397765 1.023552 0.7678625 0.7239918 0.118252 0.3997066 0.1476942 0.02307508 0.6983323 0.1966144 -0.1342143 -0.1127197 -0.1497388 -0.5772213 -0.1349958 -0.7222062 -0.2808376 -0.4130593 1.587658 -11.08284 1 -36
-1.292726 0.003282588 -0.2885255 -0.003099805 0.07320884 -1.068002 0.1773125 -0.4023669 -0.4767244 2.2287 0.7282166 0.04736679 0.7301816 1.285542 1.139753 0.4825072 0.8493508 0.5658149 1.58479 1.008247 0.9007893 0.7074329 0.9858744 0.6545333 0.8969477 0.5282719 0.2125996 0.5060436 0.2151151 0.02293398 0.5650488 0.2624998 -0.181223 -0.0886494 -0.1629909 -0.6627809 -0.1809564 -0.668134 -0.2925151 -0.2979558 1.272851 -12.56853 1 -32
-0.8163443 0.06478002 -0.08214822 0.04414049 0.2747475 -0.5500042 0.1405931 -0.3827004 -0.9139721 2.303845 0.6064799 0.2087813 0.665898 1.333233 1.305331 0.5346078 0.8117775 0.4919558 1.466799 -0.0557963 0.9749725 0.7944008 0.8827569 0.2408304 0.6097506 0.3068546 0.3240453 0.5421857 0.2676692 0.01179109 0.3740168 0.2491193 -0.2352195 0.00317036 -0.2100986 -0.6257565 -0.2202596 -0.4435839 -0.3185669 -0.1986299 0.8915681 -11.67308 1 -28
-0.5785035 0.1742417 0.04748891 0.1534563 0.5183862 0.2845612 0.1158942 -0.3377033 -1.20746 2.139915 0.3842723 0.2118737 0.454103 1.281176 1.326902 0.5321802 0.6591901 0.3813991 1.051116 -1.123489 0.912426 0.7921656 0.6148492 -0.1608321 0.2975856 -0.09538297 0.3704329 0.4575355 0.2838795 -0.007836797 0.0985672 0.1048655 -0.3932841 0.08186524 -0.3945684 -0.5135048 -0.3710048 -0.2458565 -0.4605335 -0.2057985 0.496787 -8.131384 1 -24
-0.7826954 0.2752357 0.08657834 0.262069 0.6259098 0.9699713 0.02679883 -0.209535 -1.292332 1.761795 0.03640262 0.1728067 0.0875645 1.251102 1.232109 0.503872 0.453597 0.3079724 0.6902677 -1.966303 0.824662 0.8312504 0.3528981 -0.4277599 0.2798577 -0.5671831 0.4630218 0.3934706 0.3493228 -0.009511796 -0.1254841 -0.03448348 -0.6153708 0.1685848 -0.6332803 -0.3396351 -0.5746693 -0.1230332 -0.6357555 -0.1982195 0.1986861 -4.07055 1 -20
-0.9129589 0.2414349 0.09578113 0.2250925 0.427078 1.09465 -0.1691936 -0.02824065 -1.133396 1.114416 -0.2727441 0.1799024 -0.2637981 1.224414 0.9420744 0.4403009 0.1880253 0.244904 0.439232 -2.251343 0.800774 0.9292946 0.170773 -0.5343029 0.3406582 -0.9113501 0.676814 0.4566871 0.4981793 0.01788207 -0.1645324 -0.09797183 -0.7532198 0.2570451 -0.7768848 -0.171064 -0.6966619 -0.02789768 -0.6958931 -0.07846684 0.1216131 -1.187093 1 -16
-0.4837967 0.1057677 -0.02854307 0.08187529 -0.009849128 0.7456356 -0.3988174 0.1412576 -0.8550864 0.2889895 -0.4583996 0.2357632 -0.5055135 1.081761 0.436504 0.2783838 -0.1343562 0.089443 0.1568154 -2.108858 0.7673563 0.9685371 0.06098318 -0.6028604 0.2511925 -1.089018 0.8880972 0.5577376 0.6256462 0.1149295 -0.07694936 -0.1430851 -0.6945723 0.2892991 -0.7222563 -0.05851208 -0.6527739 0.06298821 -0.5971693 0.04673966 0.1128626 1.231852 1 -12
0.314575 0.06475899 -0.4174418 0.05152148 -0.4439537 0.2779596 -0.5477577 0.3450917 -0.7013827 -0.4521875 -0.566511 0.2640619 -0.6515381 0.7943833 -0.1119551 0.01218684 -0.4375006 -0.1522176 -0.1461533 -1.873297 0.6434912 0.8755552 -0.01364665 -0.67605 0.1417718 -1.051847 0.9358486 0.5403097 0.635264 0.301382 0.06795441 -0.1913709 -0.5042791 0.2517734 -0.5136009 0.019168 -0.4848644 0.1185316 -0.4216292 0.03746856 -0.1615722 3.827722 1 -8
0.7835924 0.06662407 -0.8486369 0.07160691 -0.7472948 -0.238751 -0.64579 0.5184332 -0.6410005 -0.8352993 -0.5735282 0.2347095 -0.6610174 0.4663506 -0.4785678 -0.2759795 -0.625483 -0.3045064 -0.263121 -1.490281 0.50951 0.756666 -0.04259925 -0.5963827 0.1657898 -0.6888834 0.8606033 0.4467545 0.6289127 0.5553724 0.3228765 -0.1171005 -0.2957043 0.23431 -0.278963 0.1570975 -0.2860762 0.1144265 -0.2379026 -0.02218428 -0.5360895 4.837521 1 -4
